"","School","Address","City","Zip","AddressFull","Public","County","Dist","Name","Color1","Color2","Color3","Enrollment","Conf","Mascot","Enr_Class","lon","lat"
"1956","CLARK MONTESSORI","3030 Erie Ave","CINCINNATI","45208","3030 Erie Ave, CINCINNATI, OH 45208","PUBLIC","Hamilton","Southwest","CIN. CLARK MONTESSORI","ROYAL BLUE","BLACK","WHITE",170,"Miami Valley Conference","COUGARS","(AA)",-84.4288092,39.1393461
"196","BENEDICTINE","2900 MARTIN L KING DR","CLEVELAND","44104-4802","2900 MARTIN L KING DR, CLEVELAND, OH 44104-4802","PRIVATE","Cuyahoga","Northeast","CLE. BENEDICTINE","COLUMBIA BLUE","WHITE",NA,264,"","BENGALS","(AA)",-81.610298,41.480287
"198","BENJAMIN LOGAN","6609 STATE ROUTE 47 E","BELLEFONTAINE","43311-9527","6609 STATE ROUTE 47 E, BELLEFONTAINE, OH 43311-9527","PUBLIC","Logan","Southwest","BELLEFONTAINE BENJAMIN LOGAN","GOLD","BLACK","WHITE",217,"Central Buckeye Conference","RAIDERS","(AA)",-83.6550008,40.408974
"200","BEREA-MIDPARK","165 E BAGLEY RD","BEREA","44017-2050","165 E BAGLEY RD, BEREA, OH 44017-2050","PUBLIC","Cuyahoga","Northeast","BEREA","NAVY BLUE","ORANGE",NA,791,"","TITANS","(AAA)",-81.845207,41.374269
"202","BERKSHIRE","14510 North Cheshire Street","BURTON","44021-0365","14510 North Cheshire Street, BURTON, OH 44021-0365","PUBLIC","Geauga","Northeast","BURTON BERKSHIRE","PURPLE","GOLD",NA,170,"Chagrin Valley Conference","BADGERS","(AA)",-81.1458912,41.473889
"204","BERNE UNION","506 N Main St","SUGAR GROVE","43155-0187","506 N Main St, SUGAR GROVE, OH 43155-0187","PUBLIC","Fairfield","Central","SUGAR GROVE BERNE UNION","MAROON","GOLD",NA,109,"Mid-State League","ROCKETS","(A)",-82.545978,39.629482
"206","BETHEL","7490 S STATE ROUTE 201","TIPP CITY","45371","7490 S STATE ROUTE 201, TIPP CITY, OH 45371","PUBLIC","Miami","Southwest","TIPP CITY BETHEL","GREEN","WHITE",NA,150,"Cross County Conference","BEES","(A)",-84.0862684,39.9190184
"208","BETHEL-TATE","3420 ST. RT. 125","BETHEL","45106","3420 ST. RT. 125, BETHEL, OH 45106","PUBLIC","Clermont","Southwest","BETHEL-TATE","SCARLET","GRAY",NA,192,"Southern Buckeye Athletic/Academic Conference","Tigers","(AA)",-84.134221,38.9932003
"212","BEXLEY","326 S CASSINGHAM RD","COLUMBUS","43209-1806","326 S CASSINGHAM RD, COLUMBUS, OH 43209-1806","PUBLIC","Franklin","Central","BEXLEY","BLUE","WHITE",NA,259,"Mid-State League","LIONS","(AA)",-82.9303272,39.963655
"214","BIG WALNUT","555 S OLD 3C HWY","SUNBURY","43074-9507","555 S OLD 3C HWY, SUNBURY, OH 43074-9507","PUBLIC","Delaware","Central","SUNBURY BIG WALNUT","RED","GOLD",NA,404,"Ohio Capital Conference","GOLDEN EAGLES","(AA)",-82.859706,40.233863
"218","BISHOP HARTLEY","1285 ZETTLER ROAD","COLUMBUS","43227-1914","1285 ZETTLER ROAD, COLUMBUS, OH 43227-1914","PRIVATE","Franklin","Central","COLS. BISHOP HARTLEY","RED","BLUE",NA,207,"Central Catholic League","HAWKS","(AA)",-82.9112425,39.9452768
"220","BISHOP READY","707 SALISBURY RD","COLUMBUS","43204-2449","707 SALISBURY RD, COLUMBUS, OH 43204-2449","PRIVATE","Franklin","Central","COLS. BISHOP READY","BLUE","SILVER",NA,143,"Central Catholic League","SILVER KNIGHTS","(A)",-83.0832793,39.9393045
"222","BISHOP ROSECRANS","1040 E MAIN ST","ZANESVILLE","43701-4410","1040 E MAIN ST, ZANESVILLE, OH 43701-4410","PRIVATE","Muskingum","East","ZANESVILLE BISHOP ROSECRANS","RED","BLACK",NA,53,"Mid-State League","BISHOPS","(A)",-81.997196,39.9391494
"224","BISHOP WATTERSON","99 E COOKE RD","COLUMBUS","43214-3111","99 E COOKE RD, COLUMBUS, OH 43214-3111","PRIVATE","Franklin","Central","COLS. BISHOP WATTERSON","CARDINAL","GOLD",NA,294,"Central Catholic League","EAGLES","(AA)",-83.0161635,40.0486072
"226","BLACK RIVER","233 COUNTY ROAD 40","SULLIVAN","44880","233 COUNTY ROAD 40, SULLIVAN, OH 44880","PUBLIC","Medina","Northeast","SULLIVAN BLACK RIVER","BLACK","GOLD",NA,163,"","PIRATES","(A)",-82.1734877,41.0567498
"228","BLANCHESTER","953 CHERRY ST","BLANCHESTER","45107","953 CHERRY ST, BLANCHESTER, OH 45107","PUBLIC","Clinton","Southwest","BLANCHESTER","Navy BLUE","WHITE",NA,192,"Southern Buckeye Athletic/Academic Conference","WILDCATS","(AA)",-83.9696138,39.2989859
"232","BLOOM-CARROLL","5240 PLUM ROAD","CARROLL","43112-9776","5240 PLUM ROAD, CARROLL, OH 43112-9776","PUBLIC","Fairfield","Central","CARROLL BLOOM-CARROLL","PURPLE","GOLD",NA,258,"Mid-State League","BULLDOGS","(AA)",-82.6958339,39.7917179
"236","BLUFFTON","106 W COLLEGE AVE","BLUFFTON","45817-1242","106 W COLLEGE AVE, BLUFFTON, OH 45817-1242","PUBLIC","Allen","Northwest","BLUFFTON","RED","WHITE",NA,130,"","PIRATES","(AA)",-83.8938452,40.892978
"238","BOARDMAN","7777 GLENWOOD AVE","YOUNGSTOWN","44512-5824","7777 GLENWOOD AVE, YOUNGSTOWN, OH 44512-5824","PUBLIC","Mahoning","Northeast","BOARDMAN","MAROON","WHITE",NA,508,"All-American Conference","SPARTANS","(AAA)",-80.6684737,41.0111623
"242","BOWLING GREEN","530 W POE ROAD","BOWLING GREEN","43402-1213","530 W POE ROAD, BOWLING GREEN, OH 43402-1213","PUBLIC","Wood","Northwest","BOWLING GREEN","SCARLET","GRAY",NA,363,"Northern Lakes League","BOBCATS","(AAA)",-83.6572849,41.3874566
"244","BOWSHER","2200 Arlington Ave.","TOLEDO","43614-4441","2200 Arlington Ave., TOLEDO, OH 43614-4441","PUBLIC","Lucas","Northwest","TOL. BOWSHER","Columbia Blue","RED","WHITE",544,"Toledo City Athletic League","REBELS","(AAA)",-83.5985032,41.624538
"246","BRADFORD","750 RAILROAD AVE.","BRADFORD","45308-1160","750 RAILROAD AVE., BRADFORD, OH 45308-1160","PUBLIC","Miami","Southwest","BRADFORD","ORANGE","BLACK",NA,72,"Cross County Conference","RAILROADERS","(A)",-84.4327573,40.1414277
"248","BRECKSVILLE-BROADVIEW HTS","6380 MILL ROAD","BROADVIEW HEIGHTS","44147-2260","6380 MILL ROAD, BROADVIEW HEIGHTS, OH 44147-2260","PUBLIC","Cuyahoga","Northeast","BRECKSVILLE-BROADVIEW HTS.","RED","GOLD",NA,528,"Suburban League","BEES","(AAA)",-81.6444337,41.3272432
"250","BRIDGEPORT","55707 INDUSTRIAL DR","BRIDGEPORT","43912-1516","55707 INDUSTRIAL DR, BRIDGEPORT, OH 43912-1516","PUBLIC","Belmont","East","BRIDGEPORT","COLUMBIA BLUE","BLACK",NA,116,"","BULLDOGS","(A)",-80.7773807,40.0691947
"252","BRIGGS","2555 BRIGGS RD","COLUMBUS","43223-3110","2555 BRIGGS RD, COLUMBUS, OH 43223-3110","PUBLIC","Franklin","Central","COLS. BRIGGS","PURPLE","GOLD",NA,471,"Columbus City League","BRUINS","(AAA)",-83.06576,39.927737
"256","BROOKFIELD","614 Bedford Rd.","BROOKFIELD","44403-9540","614 Bedford Rd., BROOKFIELD, OH 44403-9540","PUBLIC","Trumbull","Northeast","BROOKFIELD","NAVY","GOLD",NA,130,"All-American Conference","WARRIORS","(A)",-80.5614223,41.2257896
"258","Brookhaven - Closed 2014","4077 KARL RD","COLUMBUS","43224-2137","4077 KARL RD, COLUMBUS, OH 43224-2137","PUBLIC","Franklin","Central","","BLUE","GOLD",NA,NA,"Firelands Conference","BEARCATS",NA,-82.9812363,40.0506406
"260","BROOKLYN","9200 BIDDULPH RD","BROOKLYN","44144-2614","9200 BIDDULPH RD, BROOKLYN, OH 44144-2614","PUBLIC","Cuyahoga","Northeast","BROOKLYN","BLUE","GOLD",NA,151,"Patriot Athletic Conference","HURRICANES","(A)",-81.749731,41.4307536
"262","BROOKSIDE","1662 Harris Rd.","SHEFFIELD","44054-2698","1662 Harris Rd., SHEFFIELD, OH 44054-2698","PUBLIC","Lorain","Northeast","SHEFFIELD BROOKSIDE","RED","BLACK",NA,235,"Patriot Athletic Conference","CARDINALS","(AA)",-82.0958582,41.4690558
"264","BROOKVILLE","1 BLUE PRIDE DRIVE","BROOKVILLE","45309-1443","1 BLUE PRIDE DRIVE, BROOKVILLE, OH 45309-1443","PUBLIC","Montgomery","Southwest","BROOKVILLE","ROYAL BLUE","WHITE",NA,167,"","BLUE DEVILS","(AA)",-84.420385,39.8282423
"268","BRUNSWICK","3581 CENTER RD","BRUNSWICK","44212-3617","3581 CENTER RD, BRUNSWICK, OH 44212-3617","PUBLIC","Medina","Northeast","BRUNSWICK","ROYAL BLUE","WHITE",NA,953,"Greater Cleveland Conference","BLUE DEVILS","(AAA)",-81.8144233,41.2382927
"270","BRUSH","4875 GLENLYN ROAD","LYNDHURST","44124-2312","4875 GLENLYN ROAD, LYNDHURST, OH 44124-2312","PUBLIC","Cuyahoga","Northeast","LYNDHURST BRUSH","BROWN","GOLD",NA,428,"Western Reserve Conference","ARCS","(AAA)",-81.5052972,41.5220323
"272","BRYAN","1000 W. Fountain Grove Dr.","BRYAN","43506-1641","1000 W. Fountain Grove Dr., BRYAN, OH 43506-1641","PUBLIC","Williams","Northwest","BRYAN","PURPLE","GOLD",NA,235,"Northwest Ohio Athletic League","GOLDEN BEARS","(AAA)",-84.5652763,41.4561515
"274","BUCHTEL","1040 COPLEY RD","AKRON","44320-2853","1040 COPLEY RD, AKRON, OH 44320-2853","PUBLIC","Summit","Northeast","AKRON BUCHTEL","BLACK","WHITE","red or silver",260,"Akron City Series","GRIFFINS","(AA)",-81.559941,41.086213
"276","BUCKEYE","3084 COLUMBIA ROAD","MEDINA","44256-9411","3084 COLUMBIA ROAD, MEDINA, OH 44256-9411","PUBLIC","Medina","Northeast","MEDINA BUCKEYE","BROWN","WHITE",NA,307,"Patriot Athletic Conference","BUCKS","(AA)",-81.9253148,41.1885181
"278","BUCKEYE CENTRAL","938 S. KIBLER STREET","NEW WASHINGTON","44854","938 S. KIBLER STREET, NEW WASHINGTON, OH 44854","PUBLIC","Crawford","Northwest","NEW WASHINGTON BUCKEYE CENTRAL","RED","GRAY",NA,88,"Northern 10 Conference","BUCKS","(A)",-82.8530188,40.9533978
"282","BUCKEYE LOCAL","10692 STATE HIGHWAY 150","RAYLAND","43943-7847","10692 STATE HIGHWAY 150, RAYLAND, OH 43943-7847","PUBLIC","Jefferson","East","RAYLAND BUCKEYE LOCAL","NAVY","SILVER",NA,175,"Buckeye 8","PANTHERS","(AA)",-80.7190631,40.1943381
"284","BUCKEYE TRAIL","65555 WINTERGREEN ROAD","LORE CITY","43755-9715","65555 WINTERGREEN ROAD, LORE CITY, OH 43755-9715","PUBLIC","Guernsey","East","LORE CITY BUCKEYE TRAIL","ROYAL BLUE","WHITE",NA,128,"Inter-Valley Conference","WARRIORS","(AA)",-81.4432762,40.0452775
"286","BUCKEYE VALLEY","901 COOVER RD","DELAWARE","43015-9733","901 COOVER RD, DELAWARE, OH 43015-9733","PUBLIC","Delaware","Central","DELAWARE BUCKEYE VALLEY","BROWN","GOLD",NA,286,"Mid-Ohio Athletic Conference","BARONS","(AA)",-83.091603,40.348691
"290","BUCYRUS","900 W. Perry","BUCYRUS","44820","900 W. Perry, BUCYRUS, OH 44820","PUBLIC","Crawford","Northwest","BUCYRUS","RED","WHITE",NA,168,"","REDMEN","(AA)",-82.9899949,40.813664
"292","BUTLER","600 S DIXIE DRIVE","VANDALIA","45377-2550","600 S DIXIE DRIVE, VANDALIA, OH 45377-2550","PUBLIC","Montgomery","Southwest","VANDALIA BUTLER","PURPLE","GOLD",NA,385,"Greater Western Ohio Conference","AVIATORS","(AAA)",-84.1973884,39.8845888
"294","HARRISON CENTRAL","440 E MARKET ST","CADIZ","43907-1244","440 E MARKET ST, CADIZ, OH 43907-1244","PUBLIC","Harrison","East","CADIZ HARRISON CENTRAL","ROYAL BLUE","BLACK","SILVER",235,"Ohio Valley Athletic Conference","HUSKIES","(AAA)",-80.9923737,40.2688408
"296","CALDWELL","516 FAIRGROUND ST","CALDWELL","43724-1108","516 FAIRGROUND ST, CALDWELL, OH 43724-1108","PUBLIC","Noble","East","CALDWELL","RED","WHITE",NA,77,"","REDSKINS","(A)",-81.5177256,39.7510268
"298","CALVERT","152 MADISON ST","TIFFIN","44883-2825","152 MADISON ST, TIFFIN, OH 44883-2825","PRIVATE","Seneca","Northwest","TIFFIN CALVERT","ROYAL BLUE","WHITE",NA,61,"","SENECAS","(A)",-83.173358,41.1132283
"300","CAMBRIDGE","1401 Deerpath Dr","CAMBRIDGE","43725-9097","1401 Deerpath Dr, CAMBRIDGE, OH 43725-9097","PUBLIC","Guernsey","East","CAMBRIDGE","BLUE","WHITE",NA,234,"East Central Ohio League","BOBCATS","(AAA)",-81.5831952,40.0523679
"302","CANAL WINCHESTER","300 WASHINGTON ST","CANAL WINCHESTER","43110-1224","300 WASHINGTON ST, CANAL WINCHESTER, OH 43110-1224","PUBLIC","Franklin","Central","CANAL WINCHESTER","MAROON","WHITE",NA,450,"Ohio Capital Conference","INDIANS","(AA)",-82.8131419,39.8367474
"304","CANFIELD","100 CARDINAL DR.","CANFIELD","44406-1111","100 CARDINAL DR., CANFIELD, OH 44406-1111","PUBLIC","Mahoning","Northeast","CANFIELD","RED","BLACK",NA,361,"All-American Conference","CARDINALS","(AAA)",-80.774497,41.028158
"306","CANTON McKINLEY SENIOR","2323 17TH ST NW","CANTON","44708-2601","2323 17TH ST NW, CANTON, OH 44708-2601","PUBLIC","Stark","Northeast","CANTON MCKINLEY","RED","BLACK",NA,927,"Federal League","BULLDOGS","(AAA)",-81.3983383,40.8183181
"308","CARDINAL","14785 THOMPSON AVE","MIDDLEFIELD","44062-9636","14785 THOMPSON AVE, MIDDLEFIELD, OH 44062-9636","PUBLIC","Geauga","Northeast","MIDDLEFIELD CARDINAL","RED","WHITE",NA,152,"Chagrin Valley Conference","HUSKIES","(A)",-81.0677038,41.4658791
"310","CARDINAL MOONEY","2545 ERIE ST","YOUNGSTOWN","44507-1522","2545 ERIE ST, YOUNGSTOWN, OH 44507-1522","PRIVATE","Mahoning","Northeast","YOUNGSTOWN CARDINAL MOONEY","RED","GOLD",NA,195,"INDEPENDENT","CARDINALS","(AA)",-80.6515308,41.0741294
"312","CARDINAL STRITCH CATHOLIC","3225 PICKLE ROAD","OREGON","43616-4099","3225 PICKLE ROAD, OREGON, OH 43616-4099","PRIVATE","Lucas","Northwest","OREGON CARDINAL STRITCH","RED","BLACK",NA,103,"Toledo Area Athletic Conference","CARDINALS","(AA)",-83.469422,41.63156
"314","CARDINGTON-LINCOLN","349 CHESTERVILLE AVE","CARDINGTON","43315-9301","349 CHESTERVILLE AVE, CARDINGTON, OH 43315-9301","PUBLIC","Morrow","Central","CARDINGTON-LINCOLN","RED","BLACK",NA,104,"","PIRATES","(A)",-82.8820637,40.4947631
"316","CAREY","2016 Blue Devil Dr.","CAREY","43316-1234","2016 Blue Devil Dr., CAREY, OH 43316-1234","PUBLIC","Wyandot","Northwest","CAREY","Navy blue","WHITE",NA,125,"Northern 10 Conference","BLUE DEVILS","(AA)",-83.3872613,40.9453476
"318","CARLISLE","250 JAMAICA ROAD","CARLISLE","45005-3106","250 JAMAICA ROAD, CARLISLE, OH 45005-3106","PUBLIC","Warren","Southwest","CARLISLE","RED","GRAY",NA,180,"","INDIANS","(AA)",-84.3224733,39.5880183
"320","CARROLL","4524 LINDEN AVE","DAYTON","45432-3026","4524 LINDEN AVE, DAYTON, OH 45432-3026","PRIVATE","Montgomery","Southwest","DAY. CARROLL","RED","BLUE","WHITE",323,"Greater Catholic League Co-Ed Division","PATRIOTS","(AAA)",-84.1133117,39.7419479
"322","CARROLLTON","252 THIRD ST NE","CARROLLTON","44615-1236","252 THIRD ST NE, CARROLLTON, OH 44615-1236","PUBLIC","Carroll","East","CARROLLTON","BLACK","WHITE",NA,261,"Northeastern Buckeye Conference","WARRIORS","(AAA)",-81.0825369,40.5732645
"324","CATHOLIC CENTRAL","1200 E HIGH ST","SPRINGFIELD","45505-1124","1200 E HIGH ST, SPRINGFIELD, OH 45505-1124","PRIVATE","Clark","Southwest","SPRINGFIELD CATH. CENTRAL","GREEN","GOLD",NA,56,"Ohio Heritage Conference","IRISH","(A)",-83.7916845,39.9219436
"326","CATHOLIC CENTRAL","320 WESTVIEW AVE","STEUBENVILLE","43952-2303","320 WESTVIEW AVE, STEUBENVILLE, OH 43952-2303","PRIVATE","Jefferson","East","STEUBENVILLE CATH. CENTRAL","BLUE","GOLD",NA,105,"","CRUSADERS","(A)",-80.6612166,40.3720191
"328","CEDARVILLE","248 N MAIN ST","CEDARVILLE","45314","248 N MAIN ST, CEDARVILLE, OH 45314","PUBLIC","Greene","Southwest","CEDARVILLE","RED","WHITE",NA,69,"Ohio Heritage Conference","INDIANS","(A)",-83.8082256,39.7478535
"330","CELINA","715 E WAYNE ST","CELINA","45822-1357","715 E WAYNE ST, CELINA, OH 45822-1357","PUBLIC","Mercer","Northwest","CELINA","GREEN","WHITE",NA,300,"","BULLDOGS","(AAA)",-84.5587421,40.5561421
"332","CENTENNIAL","1441 BETHEL RD","COLUMBUS","43220-2001","1441 BETHEL RD, COLUMBUS, OH 43220-2001","PUBLIC","Franklin","Central","COLS. CENTENNIAL","RED","BLUE","WHITE",315,"Columbus City League","STARS","(AA)",-83.058337,40.0619159
"334","CENTERBURG","3782 COLUMBUS ROAD","CENTERBURG","43011-9475","3782 COLUMBUS ROAD, CENTERBURG, OH 43011-9475","PUBLIC","Knox","Central","CENTERBURG","RED","GRAY","WHITE",111,"Knox Morrow Athletic Conference","TROJANS","(A)",-82.705479,40.294354
"336","CENTERVILLE","500 E FRANKLIN ST","CENTERVILLE","45459-5714","500 E FRANKLIN ST, CENTERVILLE, OH 45459-5714","PUBLIC","Montgomery","Southwest","CENTERVILLE","BLACK","GOLD",NA,1024,"Greater Western Ohio Conference","ELKS","(AAA)",-84.1482953,39.6269909
"340","CANTON CENTRAL CATHOLIC","4824 W TUSCARAWAS ST W","CANTON","44708-5118","4824 W TUSCARAWAS ST W, CANTON, OH 44708-5118","PRIVATE","Stark","Northeast","CANTON CENTRAL CATH.","GREEN","WHITE",NA,129,"INDEPENDENT","CRUSADERS","(A)",-81.4389197,40.7924306
"342","CENTRAL CATHOLIC","2550 Cherry Street","Toledo","43608-2372","2550 Cherry Street, Toledo, OH 43608-2372","PRIVATE","Lucas","Northwest","TOL. CENTRAL CATH.","SCARLET","GRAY",NA,235,"Three Rivers Athletic Conference","Fighting Irish","(AAA)",-83.5441,41.673657
"343","TOLEDO CHRISTIAN","2303 BROOKFORD DR","TOLEDO","43614-4308","2303 BROOKFORD DR, TOLEDO, OH 43614-4308","PRIVATE","Lucas","Northwest","TOL. CHRISTIAN","BLUE","GOLD",NA,56,"Toledo Area Athletic Conference","EAGLES","(A)",-83.6004612,41.5999234
"345","CENTRAL CROSSING","4500 BIG RUN SOUTH RD","GROVE CITY","43123-9687","4500 BIG RUN SOUTH RD, GROVE CITY, OH 43123-9687","PUBLIC","Franklin","Central","GROVE CITY CENTRAL CROSSING","ROYAL BLUE","SILVER",NA,631,"Ohio Capital Conference","COMETS","(AAA)",-83.1133368,39.8966837
"346","CHAGRIN FALLS","400 E WASHINGTON ST","CHAGRIN FALLS","44022-2924","400 E WASHINGTON ST, CHAGRIN FALLS, OH 44022-2924","PUBLIC","Cuyahoga","Northeast","CHAGRIN FALLS","ORANGE","BLACK",NA,271,"Chagrin Valley Conference","TIGERS","(AA)",-81.380651,41.426818
"348","CHALKER","2482 St. Rt. 534","SOUTHINGTON","44470-9721","2482 St. Rt. 534, SOUTHINGTON, OH 44470-9721","PUBLIC","Trumbull","Northeast","SOUTHINGTON CHALKER","ORANGE","BLACK",NA,75,"Northeastern Athletic Conference","WILDCATS","(A)",-80.9595905,41.2842098
"350","TWINSBURG","10084 RAVENNA ROAD","TWINSBURG","44087-1723","10084 RAVENNA ROAD, TWINSBURG, OH 44087-1723","PUBLIC","Summit","Northeast","TWINSBURG","BLUE","WHITE",NA,511,"","TIGERS","(AAA)",-81.4498078,41.3191256
"352","CHAMINADE JULIENNE","505 S LUDLOW STREET","DAYTON","45402-2606","505 S LUDLOW STREET, DAYTON, OH 45402-2606","PRIVATE","Montgomery","Southwest","DAY. CHAMINADE JULIENNE","GREEN","BLUE","WHITE",257,"Greater Catholic League Co-Ed Division","EAGLES","(AA)",-84.1923434,39.7530192
"354","CHAMPION","5976 MAHONING AVE NW","WARREN","44483-1144","5976 MAHONING AVE NW, WARREN, OH 44483-1144","PUBLIC","Trumbull","Northeast","WARREN CHAMPION","PURPLE","GOLD",NA,167,"All-American Conference","GOLDEN FLASHES","(AA)",-80.8492621,41.3166163
"356","St Peter Chanel (School Closed 2013)","480 NORTHFIELD RD","BEDFORD","44146-2203","480 NORTHFIELD RD, BEDFORD, OH 44146-2203","PRIVATE","Cuyahoga","Northeast","","SCARLET","WHITE",NA,NA,"","FIREBIRDS",NA,-81.5280142,41.4037085
"358","CHANEY MIDDLE SCHOOL","731 S HAZELWOOD AVE","YOUNGSTOWN","44509-2233","731 S HAZELWOOD AVE, YOUNGSTOWN, OH 44509-2233","PUBLIC","Mahoning","Northeast","","Carolina Blue","Silver","Black",NA,"All-American Conference","PANTHERS",NA,-80.695824,41.0923362
"360","CHARDON","151 CHARDON AVE","CHARDON","44024-1057","151 CHARDON AVE, CHARDON, OH 44024-1057","PUBLIC","Geauga","Northeast","CHARDON","RED","BLACK",NA,355,"","HILLTOPPERS","(AAA)",-81.199946,41.591074
"362","CHESAPEAKE","10181 COUNTY ROAD 1","CHESAPEAKE","45619-0458","10181 COUNTY ROAD 1, CHESAPEAKE, OH 45619-0458","PUBLIC","Lawrence","Southeast","CHESAPEAKE","PURPLE","WHITE",NA,186,"","PANTHERS","(AA)",-82.4851491,38.4227854
"364","CHILLICOTHE","421 YOCTANGEE PARKWAY","CHILLICOTHE","45601","421 YOCTANGEE PARKWAY, CHILLICOTHE, OH 45601","PUBLIC","Ross","Southeast","CHILLICOTHE","BLUE","WHITE",NA,387,"","CAVALIERS","(AAA)",-82.9884027,39.3420113
"366","CHIPPEWA","100 VALLEY VIEW RD","DOYLESTOWN","44230-1621","100 VALLEY VIEW RD, DOYLESTOWN, OH 44230-1621","PUBLIC","Wayne","Northeast","DOYLESTOWN CHIPPEWA","BLUE","WHITE",NA,183,"","CHIPPS","(AA)",-81.6923256,40.9613859
"368","CINCINNATI COUNTRY DAY","6905 GIVEN ROAD","CINCINNATI","45243-2839","6905 GIVEN ROAD, CINCINNATI, OH 45243-2839","PRIVATE","Hamilton","Southwest","CIN. COUNTRY DAY","NAVY","WHITE",NA,130,"Scioto Valley Conference","INDIANS","(A)",-84.3275852,39.1857494
"369","CINCINNATI HILLS CHRISTIAN ACADEMY","11525 SNIDER RD","CINCINNATI","45249-2222","11525 SNIDER RD, CINCINNATI, OH 45249-2222","PRIVATE","Hamilton","Southwest","CIN. HILLS CHRISTIAN ACAD.","PURPLE","GREEN","WHITE",161,"Miami Valley Conference","EAGLES","(AA)",-84.3373306,39.2775415
"370","CIRCLEVILLE","380 CLARK DR","CIRCLEVILLE","43113-1517","380 CLARK DR, CIRCLEVILLE, OH 43113-1517","PUBLIC","Pickaway","Southeast","CIRCLEVILLE","RED","BLACK",NA,242,"Mid-State League","TIGERS","(AAA)",-82.9218418,39.6077965
"372","CLAY","5665 SEAMAN RD","OREGON","43616-2613","5665 SEAMAN RD, OREGON, OH 43616-2613","PUBLIC","Lucas","Northwest","OREGON CLAY","GREEN","YELLOW",NA,414,"Three Rivers Athletic Conference","EAGLES","(AAA)",-83.4127169,41.6529445
"376","CLAYMONT","4205 INDIAN HILL RD","UHRICHSVILLE","44683-1305","4205 INDIAN HILL RD, UHRICHSVILLE, OH 44683-1305","PUBLIC","Tuscarawas","East","UHRICHSVILLE CLAYMONT","BROWN","WHITE",NA,244,"Inter-Valley Conference","MUSTANGS","(AAA)",-81.3648614,40.4139038
"378","CLEAR FORK","987 STATE ROUTE 97 E","BELLVILLE","44813-9803","987 STATE ROUTE 97 E, BELLVILLE, OH 44813-9803","PUBLIC","Richland","Northwest","BELLVILLE CLEAR FORK","GREEN","BLACK","WHITE",225,"Mid-Ohio Athletic Conference","COLTS","(AAA)",-82.474768,40.6102028
"380","CLEARVIEW","4700 BROADWAY","LORAIN","44052-5542","4700 BROADWAY, LORAIN, OH 44052-5542","PUBLIC","Lorain","Northeast","LORAIN CLEARVIEW","BLUE","GOLD",NA,192,"","CLIPPERS","(AA)",-82.1643095,41.4256157
"382","CLERMONT NORTHEASTERN","5327 HUTCHINSON RD","BATAVIA","45103-9511","5327 HUTCHINSON RD, BATAVIA, OH 45103-9511","PUBLIC","Clermont","Southwest","BATAVIA CLERMONT NORTHEASTERN","BLUE","GOLD",NA,184,"Southern Buckeye Athletic/Academic Conference","ROCKETS","(AA)",-84.1032031,39.1304934
"384","CLEVELAND CENTRAL CATHOLIC","6550 BAXTER AVE","CLEVELAND","44105-1255","6550 BAXTER AVE, CLEVELAND, OH 44105-1255","PRIVATE","Cuyahoga","Northeast","CLE. CENTRAL CATH.","RED","BLUE","WHITE",229,"","IRONMEN","(AA)",-81.6428849,41.4591895
"385","CLEVELAND HEIGHTS","13263 CEDAR ROAD","Cleveland Heights","44118-2926","13263 CEDAR ROAD, Cleveland Heights, OH 44118-2926","PUBLIC","Cuyahoga","Northeast","CLEVELAND HEIGHTS","BLACK","GOLD",NA,634,"","TIGERS","(AAA)",-81.5629463,41.5021854
"388","CLINTON-MASSIE","2556 LEBANON RD","CLARKSVILLE","45113-9712","2556 LEBANON RD, CLARKSVILLE, OH 45113-9712","PUBLIC","Clinton","Southwest","CLARKSVILLE CLINTON-MASSIE","RED","BLUE","WHITE",246,"Southern Buckeye Athletic/Academic Conference","FALCONS","(AA)",-83.9851733,39.4466924
"390","CLOVERLEAF","8525 FRIENDSVILLE ROAD","LODI","44254-9706","8525 FRIENDSVILLE ROAD, LODI, OH 44254-9706","PUBLIC","Medina","Northeast","LODI CLOVERLEAF","GREEN","WHITE",NA,297,"","COLTS","(AA)",-81.9639696,41.0406586
"392","CLYDE","1015 RACE ST","CLYDE","43410-1832","1015 RACE ST, CLYDE, OH 43410-1832","PUBLIC","Sandusky","Northwest","CLYDE","BLUE","GOLD",NA,314,"","FLIERS","(AAA)",-82.987296,41.290719
"394","COLDWATER","310 N SECOND ST","COLDWATER","45828","310 N SECOND ST, COLDWATER, OH 45828","PUBLIC","Mercer","Northwest","COLDWATER","ORANGE","BLACK",NA,156,"Midwest Athletic Conference","CAVALIERS","(AA)",-84.6300194,40.4820542
"396","COLERAIN","8801 CHEVIOT RD","CINCINNATI","45251-5907","8801 CHEVIOT RD, CINCINNATI, OH 45251-5907","PUBLIC","Hamilton","Southwest","CIN. COLERAIN","RED","WHITE",NA,715,"Northeastern Athletic Conference","CARDINALS","(AAA)",-84.6026755,39.2323645
"398","COLLINWOOD","15210 ST CLAIR AVE","CLEVELAND","44110-3012","15210 ST CLAIR AVE, CLEVELAND, OH 44110-3012","PUBLIC","Cuyahoga","Northeast","CLE. COLLINWOOD","BLUE","GRAY",NA,300,"Cleveland Senate Athletic League","RAILROADERS","(AA)",-81.574081,41.5530512
